id,filerId,filingId,filerName,filingDate,departmentName,positionName,offices,periodStart,periodEnd,entityName,address,city,state,zip,businessType,description,natureOfInvestment,natureOfInvestment_OtherDescription,businessPosition,dateAcquired,dateDisposed,fairMarketValueScheduleA2,fairMarketValueScheduleA2AsRange,grossIncomeReceived,grossIncomeReceivedAsRange,incomeSources,realProperty_investmentType,realProperty_businessName,realProperty_parcelAddress,realProperty_descriptionOrCityOrLocation,realProperty_dateAcquired,realProperty_dateDisposed,realProperty_fairMarketValue,realProperty_fairMarketValueAsRange,realProperty_natureOfInterest,realProperty_natureOfInterest_LeaseYearsRemaining,realProperty_natureOfInterest_OtherDescription
0570fb28d14748fca866c63bef3ed4b1-1,SFO-151839,172393886,"Farrell, Mark",07/06/2018 10:47:46 AM,"EOBCDH_Board of Supervisors, EOBCDH_Transportation Authority, EOBCDH_Mayor Office of the","Supervisor, Commissioner, Interim Mayor",Supervisor - Board of Supervisors Commissioner - Transportation Authority Commissioner - Health Services System Member - Workforce Investment Board,01/01/2017,12/31/2017,Thayer Ventures GP II LLC,[REDACTED],Valencia,CA,91355,Business Entity,Investment Fund Management ,Other,LLC,Managing Director,,,100000,"$100,001 - $1,000,000",250,$0 - $499,,Investment,"Thayer Ventures II, L.P.",[REDACTED],Investment Fund,,,1000000,"Over $1,000,000",Partnership,,
d24f48ec43b948749abdd05790505864-1,SFO-151839,172393886,"Farrell, Mark",07/06/2018 10:47:46 AM,"EOBCDH_Board of Supervisors, EOBCDH_Transportation Authority, EOBCDH_Mayor Office of the","Supervisor, Commissioner, Interim Mayor",Supervisor - Board of Supervisors Commissioner - Transportation Authority Commissioner - Health Services System Member - Workforce Investment Board,01/01/2017,12/31/2017,"QHV GP I, LLC   ",[REDACTED],Valencia,CA,91355,Business Entity,Investment Fund Management ,Other,LLC,Managing Director,,,100000,"$100,001 - $1,000,000",250,$0 - $499,,Investment,"Quest Hospitality Ventures Affiliates Fund I, LP",[REDACTED],Investment Fund,,,1000000,"Over $1,000,000",Partnership,,
ab5ed4d86e22455590422bb85897151a-1,SFO-151839,172393886,"Farrell, Mark",07/06/2018 10:47:46 AM,"EOBCDH_Board of Supervisors, EOBCDH_Transportation Authority, EOBCDH_Mayor Office of the","Supervisor, Commissioner, Interim Mayor",Supervisor - Board of Supervisors Commissioner - Transportation Authority Commissioner - Health Services System Member - Workforce Investment Board,01/01/2017,12/31/2017,"Thayer Ventures GP II, LLC      ",[REDACTED],Valencia,CA,91355,Business Entity,Investment Fund Management,Other,LLC,Managing Director,,,100000,"$100,001 - $1,000,000",250,$0 - $499,,Investment,"Thayer Ventures Affilates Fund II, LP",[REDACTED],Investment Fund,,,1000000,"Over $1,000,000",Partnership,,
d10876cd853e4fd395f0cdcef3c0e504,SFO-154978,172378060,"Elias, Cindy",07/05/2018 02:40:59 PM,EOBCDH_Police Commission,,Commissioner - Police Commission,06/07/2017,06/06/2018,Transcendent Sports & Entertainment,[REDACTED],San Francisco,CA,94115,Business Entity,Sports Management,Other,LLC,husband's business,,,1000,"$0 - $1,999",250,$0 - $499,,,,,,,,,,,,
81ab04dae308440fbc0056f7ef982464,SFO-154979,172365496,"Hamasaki, John",07/05/2018 11:01:37 AM,EOBCDH_Police Commission,,Commissioner - Police Commission,06/06/2017,06/05/2018,Hamasaki Law,[REDACTED],San Francisco,CA,94109,Business Entity,Law Practice,Sole Proprietorship,,Owner,,,10000,"$10,001 - $100,000",100000,"Over $100,000",Attorney Fees CC - Confidential 18740|Attorney Fees CC,,,,,,,,,,,
958ad6b1197d49218ea3f9682ad3cbfe-1,SFO-154961,172364858,"Corvi, Matthew",07/05/2018 10:39:33 AM,EOBCDH_Small Business Commission,,Commissioner - Small Business Commission,06/05/2017,06/04/2018,1233 Polk Street dba Mayes Oyster House,[REDACTED],San Francisco,CA,94109,Business Entity,Bar Restaurant ,Partnership,,Managing Owner,01/01/2012,,100000,"$100,001 - $1,000,000",10000,"$10,001 - $100,000",Salary,Real Property,1233 Polk Street ,[REDACTED],"San Francisco, CA 94109",01/01/2012,,1000000,"Over $1,000,000",Leasehold,6 years,
d46ba9c3803c43948e1773e5f79687c1,SFO-154543,172354916,"Sheehy, Jeff",07/03/2018 04:05:28 PM,EOBCDH_Board of Supervisors,,Supervisor - Board of Supervisors Commissioner - County Transportation Authority Commissioner - Health Service System Board,01/01/2018,07/11/2018,Bill Berry c/o Zephyr Real Estate Co.,[REDACTED],San Francisco,CA,94114,Business Entity,Transaction Coordination (Commission),Sole Proprietorship,,Spouse,,,100000,"$100,001 - $1,000,000",10000,"$10,001 - $100,000",,,,,,,,,,,,
327f64990a664480853180964b87c5cd,SFO-154909,172161137,"Ghassemzadeh, Bahman",06/18/2018 10:02:55 AM,EOBCDH_Board of Examiners,,Member - Board of Examiners,02/22/2017,02/21/2018,Sia Consulting Corporation,[REDACTED],San Francisco,Ca,94103,Business Entity,Architectural Design and Engineering,Other,Non Equity holding partner,Non Equity Holding partner,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",SIA Consulting Corp,,,,,,,,,,,
39caf43bb6ba455d906fae61edac3db4,SFO-154881,172118635,"Ryan, Kevin",06/14/2018 07:57:36 AM,EOBCDH_Ethics Commission,,Commissioner - Ethics Commission,04/17/2017,04/16/2018,Klingbeil Capital Management,[REDACTED],San Francisco,CA,94111,Business Entity,real estate,Other,corporation,spouse: Co-Ceo,01/01/1990,,1000000,"Over $1,000,000",100000,"Over $100,000",disbursements,,,,,,,,,,,
24c26894d65949698b4eb6b0c00a6125,SFO-154881,172118635,"Ryan, Kevin",06/14/2018 07:57:36 AM,EOBCDH_Ethics Commission,,Commissioner - Ethics Commission,04/17/2017,04/16/2018,KVR Law,[REDACTED],San Francisco,CA,94121,Business Entity,law firm,Other,LLP,owner,01/01/2009,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",,,,,,,,,,,,
55188ed7b1724d4ca8eec40dee9e23df,SFO-1489,172062862,"Sullivan, Michael",06/10/2018 10:01:50 AM,EOBCDH_Environment Commission on the,,Commissioner - Environment Commission on the,05/11/2017,05/10/2018,Paul J. Loeffler,[REDACTED],San Francisco,CA,94117,Business Entity,Spouse is self-employed architect,Sole Proprietorship,,Spouse of Paul Loeffler,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",Tom Eliot Fisch - consulting,,,,,,,,,,,
ef712bfb791745b7b58d811742811b7a,SFO-1273,171837345,"Makras, Victor",05/26/2018 12:44:15 PM,EOBCDH_Port Commission,,Commissioner - Port Commission,05/05/2017,05/04/2018,victor G. Makras Inc.,[REDACTED],san francisco,CA,94114,Business Entity,real estate,Other,stock,president,,,1000000,"Over $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
065b45ffc50544c584c921fdec2c88dc,SFO-1273,171837284,"Makras, Victor",05/26/2018 12:39:54 PM,EOBCDH_Retirement Board,Member,Member - Retirement Board,01/01/2018,05/04/2018,victor G. Makras Inc.,[REDACTED],san francisco,CA,94114,Business Entity,real estate,Other,stock,president,,,1000000,"Over $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
cccf9651fc0043999576c94751334b2e,SFO-1440,171463102,"Veronese, Joe",05/10/2018 07:40:14 AM,EOBCDH_Fire Commission,Commissioner,Commissioner - Fire Commission,04/13/2017,12/31/2017,Fisher IslandX Inc. ,[REDACTED],San Francisco ,Ca,94111,Business Entity,INternet Co.,Other,Corporation,stockholder,,,10000,"$10,001 - $100,000",250,$0 - $499,,,,,,,,,,,,
47ef0255af0e4c0084662a5590527ef1,SFO-1440,171463102,"Veronese, Joe",05/10/2018 07:40:14 AM,EOBCDH_Fire Commission,Commissioner,Commissioner - Fire Commission,04/13/2017,12/31/2017,Alioto Law Group,[REDACTED],San Francisco ,Ca,94111,Business Entity,Law Corporation,Other,owner,Owner,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",Academy Art University|Emporio Rulli,,,,,,,,,,,
db687ee0c6de42cd8425ec64373c3c03,SFO-153561,171416729,"Tour-Sarkissian, Paul",05/08/2018 08:34:28 AM,EOBCDH_Small Business Commission,Commissioner,Commissioner - Small Business Commission,01/01/2018,03/07/2018,"Amicus Realty, Inc.",[REDACTED],San Francisco,Ca,94102,Business Entity,Real Estate,Other,Corporation,Co-owner/officer,,,1000,"$0 - $1,999",250,$0 - $499,,,,,,,,,,,,
4ef00283748d46e9872975268bd28da3,SFO-153561,171416729,"Tour-Sarkissian, Paul",05/08/2018 08:34:28 AM,EOBCDH_Small Business Commission,Commissioner,Commissioner - Small Business Commission,01/01/2018,03/07/2018,"Tour-Sarkissian Law Offices, LLP",[REDACTED],San Francisco,CA,94102,Business Entity,Law Firm,Other,Limited Liab. P.,co-owner/Attorney,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",Confidential-Attorney/client,,,,,,,,,,,
b69fb209333f430995b693c49633d148,SFO-153561,171416729,"Tour-Sarkissian, Paul",05/08/2018 08:34:28 AM,EOBCDH_Small Business Commission,Commissioner,Commissioner - Small Business Commission,01/01/2018,03/07/2018,"IMPT Properties, LLC",[REDACTED],San Francisco,CA,94127,Business Entity,Real Property Ownership,Other,Limited Liability Company,Member/Co-manager,,,100000,"$100,001 - $1,000,000",10000,"$10,001 - $100,000","Nile Cafe, Inc.",,,,,,,,,,,
d87fca21a1334f88b846b4aa2cafea7f,SFO-153561,171390305,"Tour-Sarkissian, Paul",05/05/2018 08:26:32 AM,EOBCDH_Small Business Commission,Commissioner,Commissioner - Small Business Commission,01/01/2017,12/31/2017,"Tour-Sarkissian Law Offices, LLP",[REDACTED],San Francisco,CA,94102,Business Entity,Law Firm,Other,Limited Liab. P.,co-owner/Attorney,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",Confidential-Attorney/client,,,,,,,,,,,
d19f67fbf04041c39a8128f23a8c2840,SFO-153561,171390305,"Tour-Sarkissian, Paul",05/05/2018 08:26:32 AM,EOBCDH_Small Business Commission,Commissioner,Commissioner - Small Business Commission,01/01/2017,12/31/2017,"IMPT Properties, LLC",[REDACTED],San Francisco,CA,94127,Business Entity,Real Property Ownership,Other,Limited Liability Company,Member/Co-manager,,,100000,"$100,001 - $1,000,000",10000,"$10,001 - $100,000","Nile Cafe, Inc.",,,,,,,,,,,
baf4199e58c24836a2da42a145b9bada,SFO-153561,171390305,"Tour-Sarkissian, Paul",05/05/2018 08:26:32 AM,EOBCDH_Small Business Commission,Commissioner,Commissioner - Small Business Commission,01/01/2017,12/31/2017,"Amicus Realty, Inc.",[REDACTED],San Francisco,Ca,94102,Business Entity,Real Estate,Other,Corporation,Co-owner/officer,,,1000,"$0 - $1,999",250,$0 - $499,,,,,,,,,,,,
148f73269e6847568e72b57fd9c3232e,SFO-152667,170786831,"Kaufman, Holly",04/09/2018 12:25:56 PM,EOBCDH_Revenue Bond Oversight Committee,Member,Member - Revenue Bond Oversight Committee,01/01/2018,03/05/2018,390 Arguello LLC,[REDACTED],San Francisco,CA,94118,Business Entity,Apartment building ,Other,LLC,50% partner share,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",Bayside Prop Mgt dba Gordon Prop Mgt pay mgt fee.,,,,,,,,,,,
2e09dbe9a89d4efda20c863cf650943d,SFO-152667,170786831,"Kaufman, Holly",04/09/2018 12:25:56 PM,EOBCDH_Revenue Bond Oversight Committee,Member,Member - Revenue Bond Oversight Committee,01/01/2018,03/05/2018,"Holly Kaufman, dba Environment & Enterprise Strategies",[REDACTED],San Francisco,CA,94118,Business Entity,environmental consulting; property management,Sole Proprietorship,,,,,1000,"$0 - $1,999",10000,"$10,001 - $100,000",,,,,,,,,,,,
6d608937d7a14e239283931f088e40c5,SFO-152667,170786709,"Kaufman, Holly",04/09/2018 12:22:56 PM,EOBCDH_Revenue Bond Oversight Committee,Member,Member - Revenue Bond Oversight Committee,01/01/2017,12/31/2017,390 Arguello LLC,[REDACTED],San Francisco,CA,94118,Business Entity,Apartment building ,Other,LLC,50% partner share,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",Bayside Prop Mgt dba Gordon Prop Mgt pay mgt fee.,,,,,,,,,,,
2735f75f6ff54b2cbca74e23d273e585,SFO-152667,170786709,"Kaufman, Holly",04/09/2018 12:22:56 PM,EOBCDH_Revenue Bond Oversight Committee,Member,Member - Revenue Bond Oversight Committee,01/01/2017,12/31/2017,"Holly Kaufman, dba Environment & Enterprise Strategies",[REDACTED],San Francisco,CA,94118,Business Entity,environmental consulting; property management,Sole Proprietorship,,,,,1000,"$0 - $1,999",10000,"$10,001 - $100,000",,,,,,,,,,,,
0da81d9be8dc4f10874f53bf2dab2801,SFO-154523,170772470,"Leshner, Robert",04/08/2018 04:13:08 PM,EOBCDH_Revenue Bond Oversight Committee,Member,Member - Revenue Bond Oversight Committee,11/03/2016,12/31/2017,Safe Shepherd LLC,[REDACTED],Bay Harbor Islands,FL,33154,Business Entity,Internet software business,Other,LLC,Advisor,,,10000,"$10,001 - $100,000",1000,"$1,001 - $10,000",Safe Shepherd LLC,,,,,,,,,,,
62d1a0cc115e43e68849f5682498bfdc,SFO-153920,170770478,"Mesloh, Deb",04/07/2018 12:44:26 PM,EOBCDH_Status of Women Commission on the,Member,Member - Status of Women Commission on the,01/01/2017,12/31/2017,Mesloh Strategies,[REDACTED],sf,CA,94114,Business Entity,communications consulting,Sole Proprietorship,,Founder & President,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",Women's Foundation of California,,,,,,,,,,,
598df8ff1f38443b812e64d738f47253-2,SFO-1942,170763504,"Santos, Rodrigo",04/06/2018 02:57:27 PM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2018,04/02/2018,Santos & Urrutia Partnership,[REDACTED],San Francisco,CA,94110,Business Entity,Real Estate/Rental,Partnership,,Partner,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",Santos & Urrutia Inc|Matthew Methner|Gloria Galang|Abhishek Agrawal,Real Property,"2451 Harrison St, SF",[REDACTED],Rental,,,1000000,"Over $1,000,000",Partnership,,
598df8ff1f38443b812e64d738f47253-1,SFO-1942,170763504,"Santos, Rodrigo",04/06/2018 02:57:27 PM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2018,04/02/2018,Santos & Urrutia Partnership,[REDACTED],San Francisco,CA,94110,Business Entity,Real Estate/Rental,Partnership,,Partner,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",Santos & Urrutia Inc|Matthew Methner|Gloria Galang|Abhishek Agrawal,Real Property,"374 Guerrero St, SF",[REDACTED],Rental,,,1000000,"Over $1,000,000",Partnership,,
598df8ff1f38443b812e64d738f47253-3,SFO-1942,170763504,"Santos, Rodrigo",04/06/2018 02:57:27 PM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2018,04/02/2018,Santos & Urrutia Partnership,[REDACTED],San Francisco,CA,94110,Business Entity,Real Estate/Rental,Partnership,,Partner,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",Santos & Urrutia Inc|Matthew Methner|Gloria Galang|Abhishek Agrawal,Real Property,"631 O'Farrell #716, SF",[REDACTED],Rental,,,1000000,"Over $1,000,000",Partnership,,
598df8ff1f38443b812e64d738f47253-4,SFO-1942,170763504,"Santos, Rodrigo",04/06/2018 02:57:27 PM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2018,04/02/2018,Santos & Urrutia Partnership,[REDACTED],San Francisco,CA,94110,Business Entity,Real Estate/Rental,Partnership,,Partner,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",Santos & Urrutia Inc|Matthew Methner|Gloria Galang|Abhishek Agrawal,Real Property,"1865 Golden Gate Ave, SF",[REDACTED],Rental,,,1000000,"Over $1,000,000",Partnership,,
598df8ff1f38443b812e64d738f47253-5,SFO-1942,170763504,"Santos, Rodrigo",04/06/2018 02:57:27 PM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2018,04/02/2018,Santos & Urrutia Partnership,[REDACTED],San Francisco,CA,94110,Business Entity,Real Estate/Rental,Partnership,,Partner,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",Santos & Urrutia Inc|Matthew Methner|Gloria Galang|Abhishek Agrawal,Real Property,"2407 Harrison St, SF",[REDACTED],Rental,,,1000000,"Over $1,000,000",Partnership,,
133859f89e48443db7658f471e1fde88,SFO-1942,170763504,"Santos, Rodrigo",04/06/2018 02:57:27 PM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2018,04/02/2018,"Santos & Urrutia, Inc.",[REDACTED],San Francisco,CA,94410,Business Entity,Structural Engineering,Other,Corporation,50% Owner,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",Kevin Kearney|David Flaherty|Kaushik Dattani|John Leshy|Lucas Eastwoor|Juan Carlos Ferrucho|Leslie Kanis/Mark Harris|Greg Alton/Caroline Loewy|Pradeep Gandhi|Dikon Pinner|Sarah Mansoori|Shayan Mir|Niko Klein|Brian Heung|Lucky Stewart,,,,,,,,,,,
4507c6486dbc45a6b97174489fee1305-4,SFO-1942,170754773,"Santos, Rodrigo",04/06/2018 11:18:20 AM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2017,12/31/2017,Santos & Urrutia Partnership,[REDACTED],San Francisco,CA,94110,Business Entity,Real Estate/Rental,Partnership,,Partner,,,1000000,"Over $1,000,000",100000,"Over $100,000",Santos & Urrutia Inc|Matthew Methner|Jennifer Whitmore|Gloria Galang|Abhishek Agrawal,Real Property,"1865 Golden Gate Ave, SF",[REDACTED],Rental,,,1000000,"Over $1,000,000",Partnership,,
4507c6486dbc45a6b97174489fee1305-2,SFO-1942,170754773,"Santos, Rodrigo",04/06/2018 11:18:20 AM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2017,12/31/2017,Santos & Urrutia Partnership,[REDACTED],San Francisco,CA,94110,Business Entity,Real Estate/Rental,Partnership,,Partner,,,1000000,"Over $1,000,000",100000,"Over $100,000",Santos & Urrutia Inc|Matthew Methner|Jennifer Whitmore|Gloria Galang|Abhishek Agrawal,Real Property,"2451 Harrison St, SF",[REDACTED],Rental,,,1000000,"Over $1,000,000",Partnership,,
4507c6486dbc45a6b97174489fee1305-3,SFO-1942,170754773,"Santos, Rodrigo",04/06/2018 11:18:20 AM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2017,12/31/2017,Santos & Urrutia Partnership,[REDACTED],San Francisco,CA,94110,Business Entity,Real Estate/Rental,Partnership,,Partner,,,1000000,"Over $1,000,000",100000,"Over $100,000",Santos & Urrutia Inc|Matthew Methner|Jennifer Whitmore|Gloria Galang|Abhishek Agrawal,Real Property,"631 O'Farrell #716, SF",[REDACTED],Rental,,,1000000,"Over $1,000,000",Partnership,,
4507c6486dbc45a6b97174489fee1305-5,SFO-1942,170754773,"Santos, Rodrigo",04/06/2018 11:18:20 AM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2017,12/31/2017,Santos & Urrutia Partnership,[REDACTED],San Francisco,CA,94110,Business Entity,Real Estate/Rental,Partnership,,Partner,,,1000000,"Over $1,000,000",100000,"Over $100,000",Santos & Urrutia Inc|Matthew Methner|Jennifer Whitmore|Gloria Galang|Abhishek Agrawal,Real Property,"2407 Harrison St, SF",[REDACTED],Rental,,,1000000,"Over $1,000,000",Partnership,,
6ee9a09b482c477ca3bdbb56a4145059,SFO-1942,170754773,"Santos, Rodrigo",04/06/2018 11:18:20 AM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2017,12/31/2017,"Santos & Urrutia, Inc.",[REDACTED],San Francisco,CA,94410,Business Entity,Structural Engineering,Other,Corporation,50% Owner,,,1000000,"Over $1,000,000",100000,"Over $100,000",CIM Group|Yorke Lee|Christian Lind|Sarah Mansoori|Bora Ozturk|David Flaherty|Rob Isackson|Nick Podell|Ace Drilling|Kevin McEvoy|Tim Brown|Daniel Kahn|James Stankard|Tim Wilson|Yorkie Lee|Danny Haber|Jason Gamble|Ciaran Scally|Pat Fellowes|Seamus Naughten|Maria Rivero|Pankow|Casey Dias|Jim Keighran|Frank Rosenberg|Shiela Hingorani|Fung and Romanko|Pradeep Gandhi|Maryann Madayag|Al Clifford|Fred DiCosola & Benito Rangel|Dennis Callaghan|Andrew Wolfram|Bill Kalf|Arleen Candari & David Coyle|David Irwin|Bob Wall|John Leshy|Michael Kirwan|Maggie Sedar|Nataly Perez|Dennis Flynn|Jeff Appenrodt|Tim Wilson|Shayan Mir|Ronald Koo|Hu,,,,,,,,,,,
4507c6486dbc45a6b97174489fee1305-1,SFO-1942,170754773,"Santos, Rodrigo",04/06/2018 11:18:20 AM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2017,12/31/2017,Santos & Urrutia Partnership,[REDACTED],San Francisco,CA,94110,Business Entity,Real Estate/Rental,Partnership,,Partner,,,1000000,"Over $1,000,000",100000,"Over $100,000",Santos & Urrutia Inc|Matthew Methner|Jennifer Whitmore|Gloria Galang|Abhishek Agrawal,Real Property,"374 Guerrero St, SF",[REDACTED],Rental,,,1000000,"Over $1,000,000",Partnership,,
44504853656c4ad282cd8c7151504714,SFO-1142,170742745,"Rizzo, John",04/05/2018 04:36:51 PM,EOBCDH_Community College District,Member of the Board of Trustees,Member of the Board of Trustees - Community College District,01/01/2017,12/31/2017,John Rizzo (self employed),[REDACTED],San Francisco,CA,94117,Business Entity,"freelance writing, web publishing",Other,self-employment,self-employed,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",,,,,,,,,,,,
1cc12e3e6d034abe84260c8cf3a7455e,SFO-154849,170735565,"Roxas, Samantha",04/05/2018 02:13:41 PM,EOBCDH_Workforce Investment Board,,Alternate Member - Workforce Investment Board,12/07/2016,12/06/2017,MAAARI LLC ,[REDACTED],San Francisco,CA,94103,Business Entity,E-Commerce ,Partnership,,Co-Founder ,,,1000,"$0 - $1,999",1000,"$1,001 - $10,000",,,,,,,,,,,,
4449786e659b4de1929e2bd505f77ffc-1,SFO-1316,170733363,"Sanchez, David",04/05/2018 01:19:18 PM,EOBCDH_Public Health Commission,Commissioner,Commissioner - Public Health Commission,01/01/2017,12/31/2017,Mex Rico,[REDACTED],San Francisco,CA,94110,Business Entity,Real Estate,Partnership,,General Partner,,,100000,"$100,001 - $1,000,000",10000,"$10,001 - $100,000",,Real Property,APN Lot 045 BL 3534,[REDACTED],APN Lot 04 BL 3534,,,100000,"$100,001 - $1,000,000",Partnership,,
5ee207b0f67f4834acf69d1c6b5f8154,SFO-1510,170628086,"Mosser, Neveo",04/02/2018 07:29:32 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Member - Residential Rent Stabilization and Arbitration Board,01/01/2017,12/31/2017,Mosser Capital Funding LLC,[REDACTED], SF,Ca,9103,Business Entity,Real Estate Holdings,Other,LLC,managing member,,,1000000,"Over $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
6f9def1c605849799a1621956a085a34,SFO-1510,170628086,"Mosser, Neveo",04/02/2018 07:29:32 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Member - Residential Rent Stabilization and Arbitration Board,01/01/2017,12/31/2017,2618 Gough Street LLC,[REDACTED],SF,Ca,94103,Business Entity,Apartment rentals,Other,LLC,Managing Member,,,1000000,"Over $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
304403b5398b41629675e31f5e4fa0f8-1,SFO-1510,170628086,"Mosser, Neveo",04/02/2018 07:29:32 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Member - Residential Rent Stabilization and Arbitration Board,01/01/2017,12/31/2017,Mosser Capital Management ,[REDACTED],San Francisco,Ca,94103,Business Entity,real estate investments,Partnership,,managing partner,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",Go-UCM LLP,Investment,Mosser Capital Management,[REDACTED],real estate investment,,,100000,"$100,001 - $1,000,000",Other,,LLC membership shares
85284bc333b74d97a07b404df0419c93,SFO-1510,170628086,"Mosser, Neveo",04/02/2018 07:29:32 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Member - Residential Rent Stabilization and Arbitration Board,01/01/2017,12/31/2017,NDM LLC,[REDACTED],San Francisco,Ca,94103,Business Entity,real estate management,Other,LLC ,Member,,,1000000,"Over $1,000,000",100000,"Over $100,000",Mosser Capital Management ,,,,,,,,,,,
e2f3c9dd14d84cda93edf03c9873e4cb,SFO-1510,170628086,"Mosser, Neveo",04/02/2018 07:29:32 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Member - Residential Rent Stabilization and Arbitration Board,01/01/2017,12/31/2017,1964 Filbert treet LLC,[REDACTED],SF,CA,94103,Business Entity,Apartment Rentals,Other,LLC,Managing Member,,,1000000,"Over $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
949b46310f65450da34d51590938d9ec,SFO-1510,170628086,"Mosser, Neveo",04/02/2018 07:29:32 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Member - Residential Rent Stabilization and Arbitration Board,01/01/2017,12/31/2017,479 10th street LLC,[REDACTED],SF,CA,94103,Business Entity,Apartment Rentals,Other,LLC,Managing Member,,,1000000,"Over $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
4b5459e9403943e6bd3504197d25732d,SFO-1510,170628086,"Mosser, Neveo",04/02/2018 07:29:32 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Member - Residential Rent Stabilization and Arbitration Board,01/01/2017,12/31/2017,915 folsom street llc,[REDACTED],SF,Ca,94103,Business Entity,Apartment Rental,Other,LLC,managing member,,,1000000,"Over $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
b1fc314e4bd14dd8bfb13814ef24526b-1,SFO-153839,170623273,"Richards, Dennis",04/02/2018 05:37:17 PM,EOBCDH_Planning Commission,Commissioner,Commissioner - Planning Commission,01/01/2017,12/31/2017,PCS Group LLP,[REDACTED],Redwood Shores,Ca,94065,Business Entity,Real Estate,Partnership,,Shareholder Partner,,,1000000,"Over $1,000,000",250,$0 - $499,,Real Property,PCS Group LLP,[REDACTED],148 Saturn St. SF Ca. 94114,,,1000000,"Over $1,000,000",Partnership,,
0c05b77d52f340c0bb0f72a5e927b5c3,SFO-153839,170623273,"Richards, Dennis",04/02/2018 05:37:17 PM,EOBCDH_Planning Commission,Commissioner,Commissioner - Planning Commission,01/01/2017,12/31/2017,Corona Advisors LLC,[REDACTED],San Francisco,CA,94114,Business Entity,Business Consulting,Sole Proprietorship,,,,,1000,"$0 - $1,999",500,"$500 - $1,000",,,,,,,,,,,,
c9a52f626acd40bf839f82d92b788ccb,SFO-151773,170616907,"Jones, Susan",04/02/2018 04:45:04 PM,EOBCDH_Juvenile Probation Commission,Commissioner,Commissioner - Juvenile Probation Commission,01/01/2017,12/31/2017,DNA Ink,[REDACTED],San Francisco,CA,94115,Business Entity,Biotech advisory/consulting,Partnership,,Managing Partner,,,100000,"$100,001 - $1,000,000",10000,"$10,001 - $100,000",Biom'Up|Insmed|Oncocyte|Auxogyn/Progyny|Adaptive Biotechnologies|Solstice Biologics,,,,,,,,,,,
389a9351a134493cbb7cfbd6bdc715ab,SFO-151833,170615494,"Cohen, Malia",04/02/2018 04:34:10 PM,"EOBCDH_Board of Supervisors, EOBCDH_Transportation Authority","Supervisor, Commissioner",Supervisor - Board of Supervisors Commissioner - Transportation Authority Member - Retirement Board Alternate - ,01/01/2017,12/31/2017,"Power Forward, LLC",[REDACTED],San Francisco,CA,94107,Business Entity,Community Consulting and Youth Empowerment,Sole Proprietorship,,,,,2000,"$2,000 - $10,000",1000,"$1,001 - $10,000",,,,,,,,,,,,
